School Name,SchoolCode,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,ORGCODE,AfricanAmerican,Asian,Hispanic,White,NativeAmerican,"NativeHawaiian,PacificIslander","MultiRace,NonHispanic",Males,Females,TestsTakers,TestsTaken,OneTest,TwoTests,ThreeTests,FourTests,FiveorMoreTests,Unnamed:9,Score=1,Score=2,Score=3,Score=4,Score=5,PercentScore12,PercentScore35,NumEnrolledGrades09through12,NumDropoutAllGrades,PercentDropoutAllGrades,PercentDropoutGrade09,PercentDropoutGrade10,PercentDropoutGrade11,PercentDropoutGrade12,NuminCohort,PercentGraduated,PercentStillinSchool,PercentNonGradCompleters,PercentHSEquiv,PercentDroppedOut,PercentPermanentlyExcluded,HighSchoolGraduatesNum,AttendingCollUnivNum,AttendingCollUnivPercent,PrivateTwoYearPercent,PrivateFourYearPercent,PublicTwoYearPercent,PublicFourYearPercent,MACommunityCollegePercent,MAStateUniversityPercent,UnivofMassPercent,Subject,P+ANum,P+APercent,ANum,APercent,PNum,PPercent,NINum,NIPercent,WFNum,WFPercent,StudentIncluded,CPI,SGP,IncludedInSGP,ReadingWriting,Writing,Math,ORGCODEUnnamed:1_level_1,FirstLanguageNotEnglishNum,FirstLanguageNotEnglishPercent,EnglishLanguageLearnerNum,EnglishLanguageLearnerPercent,StudentsWithDisabilitiesNum,StudentsWithDisabilitiesPercent,HighNeedsNum,HighNeedsPercent,EconomicallyDisadvantagedNum,EconomicallyDisadvantagedPercent,Students,StudentsDisciplined,PercentInSchoolSuspension,PercentOutofSchoolSuspension,PercentExpulsion,PercentRemovedtoAlternateSetting,PercentEmergencyRemoval,Town,School
Wayland - Happy Hollow School,3150015.0,0.0,59.0,62.0,61.0,68.0,61.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,386.0, 03150015,5.7,14.5,4.7,68.9,0.0,0.3,6.0,53.9,46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,50.0,69.0,25.0,35.0,25.0,35.0,17.0,24.0,5.0,7.0,72.0,87.2,,,,,,3150015.0,30.0,7.8,16.0,4.1,65.0,16.8,92.0,23.8,24.0,6.2,     396,0.0,,,,,,Wayland,Happy Hollow School
Wayland - Loker School,3150020.0,0.0,57.0,41.0,44.0,44.0,39.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281.0, 03150020,4.3,20.3,4.6,66.2,0.0,0.4,4.3,54.8,45.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,38.0,79.0,11.0,23.0,27.0,56.0,10.0,21.0,0.0,0.0,48.0,94.3,,,,,,3150020.0,35.0,12.5,21.0,7.5,36.0,12.8,67.0,23.8,12.0,4.3,     269,0.0,,,,,,Wayland,Loker School
Wayland - Wayland High School,3150505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.0,210.0,200.0,213.0,0.0,856.0, 03150505,4.7,16.0,4.4,69.3,0.0,0.1,5.5,52.0,48.0,     219,     459,97.0,51.0,37.0,25.0,9.0,,7.0,41.0,101.0,125.0,185.0,10.5,89.5,     828,3.0,0.4,0.5,0.0,0.9,0.0,       192,98.4,1.0,0.0,0.0,0.5,0.0,206.0,180.0,87.4,0.0,53.9,5.0,41.1,4.4,3.3,13.3,SCIENCE AND TECH/ENG,189.0,96.0,125.0,63.0,64.0,32.0,8.0,4.0,0.0,0.0,197.0,98.6,,,620.0,,635.0,3150505.0,81.0,9.5,15.0,1.8,183.0,21.4,221.0,25.8,43.0,5.0,     831,4.0,,,,,,Wayland,Wayland High School
Wayland - Wayland Middle School,3150305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.0,209.0,207.0,0.0,0.0,0.0,0.0,0.0,637.0, 03150305,6.1,17.7,3.8,66.2,0.0,0.2,6.0,49.9,50.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,186.0,81.0,29.0,13.0,157.0,68.0,41.0,18.0,3.0,1.0,230.0,92.7,,,,,,3150305.0,67.0,10.5,14.0,2.2,117.0,18.4,156.0,24.5,43.0,6.8,     647,19.0,2.9,0.0,0.0,0.0,0.0,Wayland,Wayland Middle School
Webster - Bartlett High School,3160505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,105.0,126.0,93.0,6.0,439.0, 03160505,3.9,2.7,21.2,64.7,0.0,0.0,7.5,54.7,45.3,     120,     204,59.0,42.0,15.0,4.0,0.0,,67.0,76.0,35.0,16.0,10.0,70.1,29.9,     438,26.0,5.9,4.0,4.4,8.0,8.0,       108,73.1,4.6,0.0,2.8,19.4,0.0,,,,,,,,,,,SCIENCE AND TECH/ENG,60.0,56.0,9.0,8.0,51.0,47.0,39.0,36.0,9.0,8.0,108.0,79.9,,,529.0,,528.0,3160505.0,44.0,10.0,20.0,4.6,77.0,17.5,233.0,53.1,198.0,45.1,     472,71.0,0.2,15.0,0.0,0.2,0.0,Webster,Bartlett High School
Webster - Bartlett Jr Sr High School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0,64.0,70.3,0.0,26.6,29.7,43.8,29.7,32.8,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Webster,Bartlett Jr Sr High School
Webster - Park Avenue Elementary,3160015.0,61.0,140.0,156.0,156.0,158.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,827.0, 03160015,4.2,1.3,27.1,61.2,0.4,0.1,5.7,53.8,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3160015.0,110.0,13.3,105.0,12.7,184.0,22.2,553.0,66.9,485.0,58.6,     926,25.0,1.5,1.7,0.0,0.0,0.1,Webster,Park Avenue Elementary
Webster - Webster Middle School,3160315.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,132.0,152.0,154.0,0.0,0.0,0.0,0.0,0.0,589.0, 03160315,6.1,2.5,26.3,57.6,0.0,0.5,7.0,45.3,54.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,43.0,17.0,1.0,0.0,42.0,17.0,117.0,47.0,90.0,36.0,250.0,54.0,,,,,,3160315.0,50.0,8.5,31.0,5.3,135.0,22.9,348.0,59.1,302.0,51.3,     606,25.0,2.1,2.5,0.0,0.0,0.0,Webster,Webster Middle School
Wellesley - Ernest F Upham,3170050.0,0.0,37.0,43.0,26.0,44.0,46.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.0, 03170050,3.4,10.2,1.7,80.5,0.0,0.0,4.2,53.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,15.0,43.0,4.0,11.0,11.0,31.0,18.0,51.0,2.0,6.0,35.0,81.4,,,,,,3170050.0,7.0,3.0,2.0,0.8,51.0,21.6,58.0,24.6,8.0,3.4,     229,0.0,,,,,,Wellesley,Ernest F Upham
Wellesley - Hunnewell,3170025.0,0.0,41.0,39.0,40.0,45.0,50.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.0, 03170025,3.6,5.2,4.8,76.2,0.0,0.0,10.1,48.8,51.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,33.0,80.0,12.0,29.0,21.0,51.0,8.0,20.0,0.0,0.0,41.0,94.5,,,,,,3170025.0,8.0,3.2,2.0,0.8,37.0,14.9,49.0,19.8,8.0,3.2,     261,0.0,,,,,,Wellesley,Hunnewell
Wellesley - John D Hardy,3170020.0,0.0,39.0,41.0,54.0,44.0,59.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295.0, 03170020,2.4,24.4,6.1,57.3,0.0,0.0,9.8,50.2,49.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,29.0,51.0,11.0,19.0,18.0,32.0,25.0,44.0,3.0,5.0,57.0,80.7,,,,,,3170020.0,33.0,11.2,23.0,7.8,34.0,11.5,69.0,23.4,13.0,4.4,     312,0.0,,,,,,Wellesley,John D Hardy
Wellesley - Joseph E Fiske,3170015.0,100.0,42.0,53.0,44.0,55.0,54.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,398.0, 03170015,3.0,21.6,7.8,60.8,0.3,0.0,6.5,48.2,51.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,36.0,59.0,11.0,18.0,25.0,41.0,20.0,33.0,5.0,8.0,61.0,82.8,,,,,,3170015.0,57.0,14.3,30.0,7.5,75.0,18.8,127.0,31.9,40.0,10.1,     472,1.0,,,,,,Wellesley,Joseph E Fiske
Wellesley - Katharine Lee Bates,3170005.0,0.0,52.0,60.0,62.0,59.0,70.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372.0, 03170005,4.0,8.1,2.7,78.5,0.0,0.0,6.7,44.9,55.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,43.0,64.0,17.0,25.0,26.0,39.0,21.0,31.0,3.0,4.0,67.0,86.9,,,,,,3170005.0,6.0,1.6,1.0,0.3,43.0,11.6,53.0,14.2,7.0,1.9,     381,0.0,,,,,,Wellesley,Katharine Lee Bates
Wellesley - Schofield,3170045.0,0.0,63.0,54.0,65.0,64.0,65.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,377.0, 03170045,5.6,16.2,4.5,65.5,0.3,0.0,8.0,46.2,53.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,43.0,72.0,15.0,25.0,28.0,47.0,15.0,25.0,2.0,3.0,60.0,89.6,,,,,,3170045.0,9.0,2.4,5.0,1.3,46.0,12.2,73.0,19.4,31.0,8.2,     374,0.0,,,,,,Wellesley,Schofield
Wellesley - Sprague Elementary School,3170048.0,0.0,64.0,63.0,62.0,63.0,65.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383.0, 03170048,3.9,17.0,5.5,62.4,0.0,0.0,11.2,52.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,40.0,68.0,16.0,27.0,24.0,41.0,14.0,24.0,5.0,8.0,59.0,86.4,,,,,,3170048.0,28.0,7.3,18.0,4.7,61.0,15.9,96.0,25.1,19.0,5.0,     407,0.0,,,,,,Wellesley,Sprague Elementary School
Wellesley - Wellesley Middle,3170305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379.0,393.0,356.0,0.0,0.0,0.0,0.0,0.0,1128.0, 03170305,3.5,12.1,6.0,72.3,0.0,0.0,6.1,50.9,49.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,250.0,64.0,16.0,4.0,234.0,60.0,124.0,32.0,16.0,4.0,390.0,87.4,,,,,,3170305.0,78.0,6.9,23.0,2.0,161.0,14.3,227.0,20.1,60.0,5.3,"   1,155",4.0,,,,,,Wellesley,Wellesley Middle
Wellesley - Wellesley Sr High,3170505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397.0,385.0,384.0,403.0,0.0,1569.0, 03170505,5.1,12.2,4.5,73.3,0.0,0.1,4.8,49.0,51.0,     303,     603,129.0,86.0,57.0,24.0,7.0,,11.0,31.0,104.0,196.0,261.0,7.0,93.0,"   1,512",4.0,0.3,0.0,0.3,0.3,0.6,       350,97.7,1.7,0.0,0.0,0.6,0.0,324.0,278.0,85.8,0.0,67.3,5.0,27.7,5.0,0.4,9.4,SCIENCE AND TECH/ENG,343.0,96.0,242.0,68.0,101.0,28.0,14.0,4.0,1.0,0.0,358.0,98.7,,,613.0,,611.0,3170505.0,104.0,6.6,9.0,0.6,239.0,15.2,327.0,20.8,103.0,6.6,"   1,526",9.0,0.1,0.5,0.0,0.0,0.0,Wellesley,Wellesley Sr High
Wellfleet - Wellfleet Elementary,3180005.0,12.0,14.0,18.0,16.0,14.0,9.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0, 03180005,0.9,1.8,5.4,83.9,0.0,0.0,8.0,50.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,4.0,36.0,0.0,0.0,4.0,36.0,5.0,45.0,2.0,18.0,11.0,79.5,,,,,,3180005.0,3.0,2.7,2.0,1.8,25.0,22.3,47.0,42.0,35.0,31.3,     126,0.0,,,,,,Wellfleet,Wellfleet Elementary
West Boylston - Major Edwards Elementary,3220005.0,33.0,65.0,61.0,69.0,60.0,66.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421.0, 03220005,2.4,2.6,12.1,77.0,0.0,0.0,5.9,49.9,50.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,32.0,52.0,13.0,21.0,19.0,31.0,26.0,42.0,4.0,6.0,62.0,79.4,,,,,,3220005.0,29.0,6.9,26.0,6.2,86.0,20.4,156.0,37.1,88.0,20.9,     421,6.0,0.5,1.2,0.0,0.0,0.0,West Boylston,Major Edwards Elementary
West Boylston - West Boylston Junior/Senior High,3220505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,76.0,93.0,67.0,58.0,63.0,60.0,1.0,486.0, 03220505,2.1,1.0,8.4,85.4,0.2,0.0,2.9,47.5,52.5,      75,      91,60.0,14.0,1.0,0.0,0.0,,4.0,31.0,32.0,18.0,6.0,38.5,61.5,     252,14.0,5.6,10.8,3.3,4.5,3.3,        61,95.1,1.6,0.0,0.0,3.3,0.0,65.0,60.0,92.3,0.0,35.0,25.0,40.0,23.3,18.3,13.3,SCIENCE AND TECH/ENG,84.0,62.0,30.0,22.0,54.0,40.0,44.0,33.0,7.0,5.0,135.0,84.6,,,559.0,,543.0,3220505.0,14.0,2.9,5.0,1.0,61.0,12.6,135.0,27.8,89.0,18.3,     517,11.0,0.0,2.1,0.0,0.0,0.0,West Boylston,West Boylston Junior/Senior High
West Bridgewater - Howard School,3230305.0,0.0,0.0,0.0,0.0,0.0,101.0,94.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.0, 03230305,5.9,0.7,2.4,83.0,0.7,0.3,6.9,46.5,53.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,56.0,67.0,16.0,19.0,40.0,48.0,27.0,32.0,1.0,1.0,84.0,89.3,,,,,,3230305.0,2.0,0.7,2.0,0.7,33.0,11.5,81.0,28.1,58.0,20.1,     278,3.0,,,,,,West Bridgewater,Howard School
West Bridgewater - Rose L Macdonald,3230003.0,0.0,0.0,84.0,85.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.0, 03230003,4.9,1.2,2.4,87.9,0.0,0.0,3.6,50.6,49.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3230003.0,7.0,2.8,5.0,2.0,27.0,10.9,59.0,23.9,34.0,13.8,     267,4.0,,,,,,West Bridgewater,Rose L Macdonald
West Bridgewater - Spring Street School,3230005.0,62.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0, 03230005,1.4,1.4,5.7,84.4,0.0,0.0,7.1,54.6,45.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3230005.0,4.0,2.8,4.0,2.8,17.0,12.1,35.0,24.8,21.0,14.9,     145,0.0,,,,,,West Bridgewater,Spring Street School
West Bridgewater - West Bridgewater Junior/Senior,3230505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,116.0,101.0,104.0,105.0,94.0,0.0,626.0, 03230505,4.2,1.1,2.9,89.5,0.2,0.2,2.1,47.4,52.6,     106,     182,49.0,41.0,13.0,3.0,0.0,,29.0,66.0,52.0,23.0,12.0,52.2,47.8,     401,2.0,0.5,1.0,0.0,0.0,1.0,        96,99.0,0.0,1.0,0.0,0.0,0.0,99.0,86.0,86.9,0.0,31.4,18.6,50.0,18.6,29.1,14.0,SCIENCE AND TECH/ENG,126.0,62.0,49.0,24.0,77.0,38.0,65.0,32.0,13.0,6.0,204.0,83.2,,,553.0,,537.0,3230505.0,7.0,1.1,5.0,0.8,47.0,7.5,137.0,21.9,94.0,15.0,     629,33.0,4.6,1.0,0.0,0.0,0.3,West Bridgewater,West Bridgewater Junior/Senior
West Springfield - 21st Century Skills Academy,3320515.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0, 03320515,0.0,0.0,25.0,75.0,0.0,0.0,0.0,50.0,50.0,,,,,,,,,,,,,,,,      14,0.0,0.0,,,,0.0,        11,90.9,9.1,0.0,0.0,0.0,0.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3320515.0,3.0,37.5,0.0,0.0,3.0,37.5,7.0,87.5,7.0,87.5,      17,0.0,,,,,,West Springfield,21st Century Skills Academy
West Springfield - Cowing Early Childhood,3320001.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0, 03320001,7.4,10.7,19.7,58.2,0.0,0.0,4.1,60.7,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3320001.0,47.0,38.5,0.0,0.0,64.0,52.5,96.0,78.7,73.0,59.8,     155,0.0,,,,,,West Springfield,Cowing Early Childhood
West Springfield - John Ashley,3320005.0,0.0,234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0, 03320005,1.7,6.4,17.9,70.9,0.0,0.0,3.0,46.2,53.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3320005.0,38.0,16.2,8.0,3.4,31.0,13.2,117.0,50.0,98.0,41.9,     239,2.0,,,,,,West Springfield,John Ashley
West Springfield - John R Fausey,3320010.0,0.0,0.0,82.0,86.0,92.0,115.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460.0, 03320010,3.5,5.0,16.3,70.9,0.2,0.2,3.9,52.2,47.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,70.0,72.0,41.0,42.0,29.0,30.0,19.0,20.0,8.0,8.0,97.0,88.1,,,,,,3320010.0,78.0,17.0,9.0,2.0,91.0,19.8,209.0,45.4,164.0,35.7,     484,4.0,,,,,,West Springfield,John R Fausey
West Springfield - Memorial,3320025.0,0.0,0.0,38.0,45.0,43.0,44.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.0, 03320025,4.6,9.6,27.6,54.0,0.0,0.0,4.2,55.6,44.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,18.0,53.0,8.0,24.0,10.0,29.0,14.0,41.0,2.0,6.0,34.0,82.4,,,,,,3320025.0,85.0,35.6,7.0,2.9,36.0,15.1,175.0,73.2,155.0,64.9,     257,1.0,,,,,,West Springfield,Memorial
West Springfield - Mittineague,3320030.0,0.0,0.0,37.0,32.0,32.0,32.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0, 03320030,4.3,1.2,18.6,71.4,0.0,0.0,4.3,44.7,55.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,11.0,33.0,1.0,3.0,10.0,30.0,15.0,45.0,7.0,21.0,33.0,65.9,,,,,,3320030.0,15.0,9.3,1.0,0.6,24.0,14.9,86.0,53.4,75.0,46.6,     172,0.0,,,,,,West Springfield,Mittineague
West Springfield - Philip G Coburn,3320007.0,0.0,46.0,118.0,99.0,110.0,72.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,518.0, 03320007,5.4,15.8,16.0,60.0,0.0,0.0,2.7,48.3,51.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,15.0,24.0,4.0,6.0,11.0,18.0,29.0,47.0,18.0,29.0,62.0,66.1,,,,,,3320007.0,333.0,64.3,252.0,48.6,58.0,11.2,438.0,84.6,361.0,69.7,     559,3.0,,,,,,West Springfield,Philip G Coburn
West Springfield - Tatham,3320040.0,0.0,2.0,51.0,42.0,50.0,45.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.0, 03320040,0.8,2.9,8.4,83.3,0.0,0.0,4.6,48.5,51.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,31.0,57.0,6.0,11.0,25.0,46.0,21.0,39.0,2.0,4.0,54.0,82.9,,,,,,3320040.0,20.0,8.4,4.0,1.7,34.0,14.2,98.0,41.0,76.0,31.8,     234,2.0,,,,,,West Springfield,Tatham
West Springfield - West Springfield High,3320505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329.0,303.0,295.0,294.0,13.0,1234.0, 03320505,3.7,7.3,16.5,70.7,0.0,0.0,1.8,51.5,48.5,     240,     438,109.0,84.0,28.0,18.0,1.0,,95.0,148.0,106.0,61.0,28.0,55.5,44.5,"   1,204",14.0,1.2,1.9,2.0,0.0,0.7,       298,89.6,4.0,0.0,0.7,5.7,0.0,235.0,165.0,70.2,0.0,23.0,51.5,25.5,49.1,13.3,6.7,SCIENCE AND TECH/ENG,201.0,76.0,90.0,34.0,111.0,42.0,49.0,19.0,13.0,5.0,263.0,90.3,,,543.0,,541.0,3320505.0,379.0,30.7,99.0,8.0,220.0,17.8,623.0,50.5,509.0,41.2,"   1,274",43.0,0.1,3.3,0.0,0.0,0.0,West Springfield,West Springfield High
West Springfield - West Springfield Middle,3320305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296.0,317.0,286.0,0.0,0.0,0.0,0.0,0.0,899.0, 03320305,3.3,7.2,18.7,68.4,0.2,0.0,2.1,54.3,45.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,111.0,38.0,10.0,3.0,101.0,35.0,123.0,42.0,56.0,19.0,290.0,70.9,,,,,,3320305.0,260.0,28.9,55.0,6.1,164.0,18.2,473.0,52.6,398.0,44.3,     948,47.0,0.8,4.6,0.0,0.0,0.0,West Springfield,West Springfield Middle
Westborough - Annie E Fales,3210010.0,0.0,66.0,88.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338.0, 03210010,0.6,38.5,3.0,53.8,0.6,0.0,3.6,48.5,51.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3210010.0,67.0,19.8,44.0,13.0,50.0,14.8,107.0,31.7,23.0,6.8,     360,0.0,,,,,,Westborough,Annie E Fales
Westborough - Elsie A Hastings Elementary,3210025.0,143.0,77.0,101.0,89.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0, 03210025,1.6,45.6,10.2,40.2,0.2,0.0,2.2,50.6,49.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3210025.0,208.0,41.6,118.0,23.6,97.0,19.4,229.0,45.8,59.0,11.8,     546,0.0,,,,,,Westborough,Elsie A Hastings Elementary
Westborough - J Harding Armstrong,3210005.0,0.0,118.0,115.0,95.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,422.0, 03210005,2.4,41.0,5.2,49.5,0.0,0.0,1.9,54.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3210005.0,135.0,32.0,88.0,20.9,46.0,10.9,160.0,37.9,29.0,6.9,     431,0.0,,,,,,Westborough,J Harding Armstrong
Westborough - Mill Pond School,3210045.0,0.0,0.0,0.0,0.0,0.0,299.0,327.0,309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,935.0, 03210045,2.0,34.5,5.7,54.9,0.0,0.1,2.8,48.2,51.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,192.0,64.0,65.0,22.0,127.0,43.0,94.0,32.0,12.0,4.0,298.0,87.2,,,,,,3210045.0,252.0,27.0,70.0,7.5,150.0,16.0,310.0,33.2,75.0,8.0,     920,1.0,,,,,,Westborough,Mill Pond School
Westborough - Sarah W Gibbons Middle,3210305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282.0,318.0,0.0,0.0,0.0,0.0,0.0,600.0, 03210305,1.2,29.2,6.7,58.2,0.0,0.0,4.8,51.7,48.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,191.0,61.0,29.0,9.0,162.0,52.0,94.0,30.0,29.0,9.0,314.0,82.9,,,,,,3210305.0,136.0,22.7,30.0,5.0,91.0,15.2,154.0,25.7,57.0,9.5,     657,7.0,0.2,0.9,0.0,0.0,0.0,Westborough,Sarah W Gibbons Middle
Westborough - Westborough High,3210505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.0,261.0,272.0,274.0,0.0,1131.0, 03210505,2.4,22.3,4.6,68.0,0.0,0.1,2.7,50.8,49.2,     258,     524,114.0,72.0,38.0,18.0,16.0,,22.0,27.0,104.0,183.0,188.0,9.4,90.6,"   1,049",2.0,0.2,0.0,0.4,0.4,0.0,       239,99.2,0.4,0.0,0.0,0.4,0.0,290.0,248.0,85.5,0.0,43.1,10.9,46.0,8.5,8.9,16.9,SCIENCE AND TECH/ENG,242.0,95.0,160.0,63.0,82.0,32.0,10.0,4.0,3.0,1.0,255.0,98.4,,,605.0,,616.0,3210505.0,209.0,18.5,24.0,2.1,128.0,11.3,227.0,20.1,100.0,8.8,"   1,070",13.0,0.0,1.2,0.0,0.0,0.0,Westborough,Westborough High
Westfield - Abner Gibbs,3250020.0,0.0,32.0,39.0,42.0,26.0,41.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.0, 03250020,4.0,8.1,18.4,66.4,0.0,0.0,3.1,48.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,12.0,35.0,4.0,12.0,8.0,24.0,20.0,59.0,2.0,6.0,34.0,76.5,,,,,,3250020.0,9.0,4.0,4.0,1.8,21.0,9.4,121.0,54.3,109.0,48.9,     238,0.0,,,,,,Westfield,Abner Gibbs
